"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2020-09-16","95.9","-2.34","5.73","Richards, Garrett",457759,572070,,"ball",,,,,"14","Justin Turner strikes out swinging, catcher Jason Castro to first baseman Mitch Moreland.","R","R","R","SD","LAD","B",,,"0","1",2020,"-0.07","0.97","1.09","1.36",,,"666158","2","6","Top",,,,,"488771",,,9.196928074505722,-139.19251338468197,-8.086559090265677,-3.0510685868303216,33.115053882764414,-17.818274649001797,"3.37","1.57",,,,"95.3","2742","6.2",631063,572070,"488771","519048","630105","592518","665487","595777","663757","571976","54.25",,,,,,,,"50","2","4-Seam Fastball","1","7","7","1","7","1","7","1","Standard","Standard","206","0","0.023"
"SI","2020-09-16","91.0","4.34","2.78","Hill, Tim",572041,657612,"field_out","hit_into_play",,,,,"6","AJ Pollock grounds out, second baseman Jake Cronenworth to first baseman Mitch Moreland.","R","R","L","SD","LAD","X","4","ground_ball","0","0",2020,"1.29","-0.24","0.37","2.24",,"641355",,"2","5","Top",144.4,145.26,,,"488771",,,-12.926438994542274,-131.79717634745012,5.21658133099537,17.802534192368427,27.559753404190364,-36.44302279330404,"3.43","1.64","1","87.1","-56","92.3","2055","7.3",631063,657612,"488771","519048","630105","592518","665487","595777","663757","571976","53.24","0.227","0.229","0","1","0","0","2","41","1","Sinker","1","6","6","1","6","1","6","1","Standard","Standard","95","0.008","-0.333"
"SI","2020-09-16","94.9","-1.15","6","Perdomo, Luis",605141,606131,"single","hit_into_play",,,,,"2","Mookie Betts singles on a sharp line drive to center fielder Trent Grisham.","R","R","R","SD","LAD","X","8","line_drive","3","1",2020,"-1.55","0.68","-0.07","2.91",,,,"0","5","Top",111.17,90.25,,,"488771",,,6.251727613427515,-137.9471595294145,-3.8917049032184385,-21.186808117901105,33.05422461160596,-22.76207113408501,"3.22","1.53","173","102.7","9","93.9","1862","5.9",631063,606131,"488771","519048","630105","592518","665487","595777","663757","571976","54.57","0.733","0.664","0.9","1","1","0","4","35","5","Sinker","1","3","3","1","3","1","3","1","Standard","Strategic","218","-0.026","0.234"
"CU","2020-09-16","80.6","1.92","5.91","Morejon, Adrian",571970,670970,,"foul",,,,,"2","Max Muncy strikes out swinging.","R","L","L","SD","LAD","S",,,"0","2",2020,"-1.29","-0.63","-0.15","3.27","605141",,,"2","1","Top",,,,,"488771",,,-2.123346192973736,-117.20540420032812,2.0979736292628814,-11.314434111673734,25.220577744137998,-38.6336689375029,"3.18","1.52","125","72.8","80","80","2727","6.2",631063,670970,"488771","519048","630105","592518","665487","595777","663757","571976","54.29",,,,,,,,"4","3","Curveball","0","0","0","0","0","0","0","0","Standard","Strategic","309","0","0"
"SL","2020-09-16","88.5","-2.4","5.71","Richards, Garrett",457759,572070,,"foul",,,,,"5","Justin Turner strikes out swinging, catcher Jason Castro to first baseman Mitch Moreland.","R","R","R","SD","LAD","S",,,"0","0",2020,"0.13","-0.06","0.06","2.41",,,"666158","2","6","Top",,,,,"488771",,,5.708366000614038,-128.70977361034886,-1.810767260493217,0.15476431608784286,28.906989292735236,-32.6169496790801,"3.42","1.57","188","72.0","39","87.9","2896","6.1",631063,572070,"488771","519048","630105","592518","665487","595777","663757","571976","54.39",,,,,,,,"50","1","Slider","1","7","7","1","7","1","7","1","Standard","Standard","213","0","-0.041"
"SI","2020-09-16","91.6","4.23","2.82","Hill, Tim",641355,657612,"single","hit_into_play",,,,,"6","Cody Bellinger singles on a line drive to left fielder Jurickson Profar.   Will Smith scores.    Cody Bellinger to 2nd.","R","L","L","SD","LAD","X","7","line_drive","1","2",2020,"1.63","-0.03","0.28","2.73",,"669257",,"2","5","Top",67.17,117.26,,,"488771",,,-13.64276909690108,-132.556303552642,5.855112198565301,22.04342247960332,27.270246746095143,-34.15343269657588,"3.82","1.77","241","95.3","14","92.6","2248","7.1",631063,657612,"488771","519048","630105","592518","665487","595777","663757","571976","53.38","0.913","0.876","0.9","1","1","0","4","40","4","Sinker","1","5","5","1","6","1","6","1","Standard","Standard","90","-0.04","0.863"
"FF","2020-09-16","95.2","-2.4","5.69","Richards, Garrett",608369,572070,"field_out","hit_into_play",,,,,"2","Corey Seager flies out to left fielder Jurickson Profar.","R","L","R","SD","LAD","X","7","fly_ball","2","1",2020,"0.3","1.1","0.16","3.07",,,"666158","1","6","Top",46.97,99.79,,,"488771",,,6.028408815556194,-138.59132628948714,-3.702474075882948,2.5624572876442184,30.53294198691778,-17.417123119868478,"3.37","1.52","299","91.7","40","95.1","2712","6.2",631063,572070,"488771","519048","630105","592518","665487","595777","663757","571976","54.33","0.02","0.037","0","1","0","0","3","49","4","4-Seam Fastball","1","7","7","1","7","1","7","1","Infield shift","Standard","192","0.002","-0.326"
"FF","2020-09-16","90.8","4.33","2.88","Hill, Tim",641355,657612,,"swinging_strike",,,,,"12","Cody Bellinger singles on a line drive to left fielder Jurickson Profar.   Will Smith scores.    Cody Bellinger to 2nd.","R","L","L","SD","LAD","S",,,"1","1",2020,"1.66","0.51","0.98","3.51",,"669257",,"2","5","Top",,,,,"488771",,,-12.069086575685109,-131.49656313334216,6.591608515067807,21.85313755280259,28.824309746516914,-28.062073343878964,"3.82","1.77",,,,"91.7","2341","7.2",631063,657612,"488771","519048","630105","592518","665487","595777","663757","571976","53.35",,,,,,,,"40","3","4-Seam Fastball","1","5","5","1","5","1","5","1","Standard","Standard","93","0","-0.076"
"FF","2020-09-16","97.3","1.95","5.88","Morejon, Adrian",571970,670970,,"foul",,,,,"3","Max Muncy strikes out swinging.","R","L","L","SD","LAD","S",,,"0","1",2020,"0.86","1.46","0.70","2.85","605141",,,"2","1","Top",,,,,"488771",,,-5.333631997926093,-141.40599844268917,-5.874263496747649,12.832564966215257,34.74504524587566,-11.51499785958389,"3.18","1.52","131","81.5","75","96.7","2443","6.2",631063,670970,"488771","519048","630105","592518","665487","595777","663757","571976","54.28",,,,,,,,"4","2","4-Seam Fastball","0","0","0","0","0","0","0","0","Standard","Strategic","130","0","-0.095"
"SL","2020-09-16","86.0","-1.41","5.93","Perdomo, Luis",605141,606131,,"ball",,,,,"14","Mookie Betts singles on a sharp line drive to center fielder Trent Grisham.","R","R","R","SD","LAD","B",,,"2","1",2020,"-0.03","-0.22","1.55","-0.08",,,,"0","5","Top",,,,,"488771",,,7.016737077199155,-124.82948923419637,-7.38754586786424,-1.9499448007650972,28.529782114058204,-33.003966719292904,"3.24","1.53",,,,"84.7","2317","5.9",631063,606131,"488771","519048","630105","592518","665487","595777","663757","571976","54.59",,,,,,,,"35","4","Slider","1","3","3","1","3","1","3","1","Standard","Strategic","32","0","0.122"
"CU","2020-09-16","80.7","2.02","6.02","Morejon, Adrian",571970,670970,,"called_strike",,,,,"4","Max Muncy strikes out swinging.","R","L","L","SD","LAD","S",,,"0","0",2020,"-1.27","-0.43","-0.61","2.35","605141",,,"2","1","Top",,,,,"488771",,,-3.4160041311072544,-117.34413127044346,-0.5721328329056021,-10.826969874025055,25.899234772132274,-36.21269314776987,"3.13","1.52",,,,"79.8","2690","6.1",631063,670970,"488771","519048","630105","592518","665487","595777","663757","571976","54.4",,,,,,,,"4","1","Curveball","0","0","0","0","0","0","0","0","Standard","Strategic","314","0","-0.053"
"SI","2020-09-16","90.7","4.32","2.83","Hill, Tim",641355,657612,,"swinging_strike",,,,,"9","Cody Bellinger singles on a line drive to left fielder Jurickson Profar.   Will Smith scores.    Cody Bellinger to 2nd.","R","L","L","SD","LAD","S",,,"1","0",2020,"1.39","0.01","0.33","2.40",,"669257",,"2","5","Top",,,,,"488771",,,-13.0688447986352,-131.29534278509445,4.929968652278273,18.739825514523957,26.691510279150467,-33.35582632079073,"3.82","1.77",,,,"91.7","2195","7.1",631063,657612,"488771","519048","630105","592518","665487","595777","663757","571976","53.41",,,,,,,,"40","2","Sinker","1","5","5","1","5","1","5","1","Standard","Standard","95","0","-0.048"
"SI","2020-09-16","91.7","-1.67","6.04","Perdomo, Luis",605141,606131,,"ball",,,,,"13","Mookie Betts singles on a sharp line drive to center fielder Trent Grisham.","R","R","R","SD","LAD","B",,,"1","1",2020,"-1.49","0.45","-1.86","2.36",,,,"0","5","Top",,,,,"488771",,,2.7187724139195426,-133.4608444531792,-4.360124736189782,-18.334750829912387,30.206763274946212,-26.0522010736918,"3.25","1.53",,,,"90.9","1880","5.9",631063,606131,"488771","519048","630105","592518","665487","595777","663757","571976","54.58",,,,,,,,"35","3","Sinker","1","3","3","1","3","1","3","1","Standard","Strategic","220","0","0.051"
"SL","2020-09-16","87.4","-2.43","5.8","Richards, Garrett",608369,572070,,"ball",,,,,"11","Corey Seager flies out to left fielder Jurickson Profar.","R","L","R","SD","LAD","B",,,"1","1",2020,"0.33","-0.28","-0.99","4.63",,,"666158","1","6","Top",,,,,"488771",,,2.787751472505052,-127.19981557010564,3.885130150877999,2.9505372182648144,27.235975376267458,-36.22190489830954,"3.33","1.52",,,,"86.8","2936","6",631063,572070,"488771","519048","630105","592518","665487","595777","663757","571976","54.51",,,,,,,,"49","3","Slider","1","7","7","1","7","1","7","1","Infield shift","Strategic","252","0","0.057"
"CU","2020-09-16","79.1","2","6.02","Morejon, Adrian",457759,670970,"field_out","hit_into_play",,,,,"6","Justin Turner flies out to right fielder Wil Myers.   Mookie Betts to 3rd.","R","R","L","SD","LAD","X","9","fly_ball","3","2",2020,"-1.23","-0.23","0.68","2.43",,"605141",,"1","1","Top",213.14,84.8,,,"488771",,,-0.5904824554454398,-115.09224371052579,-0.5267147978309196,-10.684253890789494,24.07285953020377,-34.34859459688864,"3.42","1.57","338","91.2","33","78.2","2653","6",631063,670970,"488771","519048","630105","592518","665487","595777","663757","571976","54.54","0.087","0.14","0","1","0","0","3","3","9","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","316","0.03","-0.384"
"SI","2020-09-16","97.2","-2.48","5.66","Richards, Garrett",608369,572070,,"ball",,,,,"13","Corey Seager flies out to left fielder Jurickson Profar.","R","L","R","SD","LAD","B",,,"0","1",2020,"-0.7","0.78","-0.99","2.38",,,"666158","1","6","Top",,,,,"488771",,,5.571775253102478,-141.35847264409884,-5.0174883571844235,-10.61579060214287,33.57629375724208,-20.720419088236117,"3.29","1.52",,,,"96.9","2728","6.3",631063,572070,"488771","519048","630105","592518","665487","595777","663757","571976","54.25",,,,,,,,"49","2","Sinker","1","7","7","1","7","1","7","1","Infield shift","Strategic","195","0","0.013"
"FF","2020-09-16","98.6","-2.3","5.27","Altavilla, Dan",457759,656186,"fielders_choice_out","hit_into_play",,,,,"5","Padres challenged (tag play), call on the field was overturned: Justin Turner reaches on a fielder's choice out, third baseman Manny Machado to catcher Jason Castro to third baseman Manny Machado.   Mookie Betts out at home.    Corey Seager to 2nd.","R","R","R","SD","LAD","X","5","ground_ball","3","2",2020,"-0.95","1.52","-0.23","2.21","605141",,"608369","1","3","Top",102.29,167.17,,,"488771",,,7.71130218843181,-143.22318098359437,-6.239876341029881,-14.872470034741387,36.01952356470067,-10.053396525171248,"3.42","1.57","21","98.0","-5","97","2441","5.7",631063,656186,"488771","519048","630105","592518","665487","595777","663757","571976","54.84","0.247","0.222","0","1","0","0","2","22","7","4-Seam Fastball","1","1","1","1","1","1","1","1","Standard","Standard","217","0.079","-0.631"
"SL","2020-09-16","85.1","-1.58","6","Perdomo, Luis",605141,606131,,"ball",,,,,"14","Mookie Betts singles on a sharp line drive to center fielder Trent Grisham.","R","R","R","SD","LAD","B",,,"0","1",2020,"0.02","-0.08","1.77","1.43",,,,"0","5","Top",,,,,"488771",,,7.776416714303229,-123.7617835256007,-4.2282311798181205,-1.2790718719584286,23.70835161963246,-32.40542580268277,"3.2","1.53",,,,"84.7","2365","6",631063,606131,"488771","519048","630105","592518","665487","595777","663757","571976","54.52",,,,,,,,"35","2","Slider","1","3","3","1","3","1","3","1","Standard","Strategic","60","0","0.032"
"FF","2020-09-16","92.7","4.27","2.96","Hill, Tim",641355,657612,,"ball",,,,,"11","Cody Bellinger singles on a line drive to left fielder Jurickson Profar.   Will Smith scores.    Cody Bellinger to 2nd.","R","L","L","SD","LAD","B",,,"0","0",2020,"1.63","0.57","-0.98","3.55",,"669257",,"2","5","Top",,,,,"488771",,,-17.1093085266161,-133.6618154584899,6.28282871297646,23.27148433730502,29.666327561815628,-27.271360834951277,"3.85","1.77",,,,"93.2","2319","7.2",631063,657612,"488771","519048","630105","592518","665487","595777","663757","571976","53.33",,,,,,,,"40","1","4-Seam Fastball","1","5","5","1","5","1","5","1","Standard","Standard","100","0","0.04"
"SL","2020-09-16","93.1","-2.27","5.25","Altavilla, Dan",457759,656186,,"ball",,,,,"14","Padres challenged (tag play), call on the field was overturned: Justin Turner reaches on a fielder's choice out, third baseman Manny Machado to catcher Jason Castro to third baseman Manny Machado.   Mookie Betts out at home.    Corey Seager to 2nd.","R","R","R","SD","LAD","B",,,"2","2",2020,"-0.74","0.65","0.58","0.87","605141",,"608369","1","3","Top",,,,,"488771",,,8.852624833887118,-135.18439344154996,-6.798141722379215,-11.107341699326192,30.467569207532357,-22.809992648262355,"3.36","1.57",,,,"91.9","2848","5.8",631063,656186,"488771","519048","630105","592518","665487","595777","663757","571976","54.71",,,,,,,,"22","6","Slider","1","1","1","1","1","1","1","1","Standard","Standard","186","0","0.102"
"FS","2020-09-16","84.2","1.96","5.89","Morejon, Adrian",457759,670970,,"foul",,,,,"9","Justin Turner flies out to right fielder Wil Myers.   Mookie Betts to 3rd.","R","R","L","SD","LAD","S",,,"3","2",2020,"0.92","0.67","0.43","1.83",,"605141",,"1","1","Top",,,,,"488771",,,-5.342983757141843,-122.47617429088461,-4.304295121893709,10.357751063607205,25.168200776308083,-24.821678433985564,"3.42","1.57",,,,"83.8","919","6.1",631063,670970,"488771","519048","630105","592518","665487","595777","663757","571976","54.35",,,,,,,,"3","8","Split-Finger","0","0","0","0","0","0","0","0","Standard","Standard","96","0","0"
"SI","2020-09-16","89.5","4.45","2.91","Hill, Tim",669257,657612,"double","hit_into_play",,,,,"3","Will Smith doubles (7) on a sharp line drive to left fielder Jurickson Profar.   Mookie Betts scores.    Justin Turner scores.","R","R","L","SD","LAD","X","7","line_drive","3","2",2020,"1.37","-0.12","0.44","3.07","605141",,"457759","2","5","Top",94.77,51.52,,,"488771",,,-12.94792953989793,-129.57964635769082,6.775399101888862,17.97661362573975,24.81563845186705,-35.20100434828972,"3.18","1.49","356","107.1","19","90.9","1946","7.2",631063,657612,"488771","519048","630105","592518","665487","595777","663757","571976","53.27","0.733","1.02","1.25","1","1","1","6","39","8","Sinker","1","3","3","1","5","1","5","1","Standard","Standard","94","-0.14","1.396"
"SL","2020-09-16","89.3","-2.39","5.7","Richards, Garrett",608369,572070,,"called_strike",,,,,"2","Corey Seager flies out to left fielder Jurickson Profar.","R","L","R","SD","LAD","S",,,"0","0",2020,"0.25","-0.32","-0.03","3.03",,,"666158","1","6","Top",,,,,"488771",,,5.262234187854163,-129.96035381406512,0.12327569354223855,1.704151880151795,27.307097667691284,-36.09736779995617,"3.27","1.52",,,,"89.1","2932","6.1",631063,572070,"488771","519048","630105","592518","665487","595777","663757","571976","54.36",,,,,,,,"49","1","Slider","1","7","7","1","7","1","7","1","Infield shift","Standard","255","0","-0.044"
"SI","2020-09-16","94.8","-1.26","6.05","Perdomo, Luis",605141,606131,,"called_strike",,,,,"5","Mookie Betts singles on a sharp line drive to center fielder Trent Grisham.","R","R","R","SD","LAD","S",,,"0","0",2020,"-1.32","0.68","-0.22","2.40",,,,"0","5","Top",,,,,"488771",,,5.623091762466344,-137.83839562927227,-5.33960786136025,-18.143273093962744,30.707847148216185,-22.529086755761703,"3.33","1.53",,,,"94","1906","5.9",631063,606131,"488771","519048","630105","592518","665487","595777","663757","571976","54.64",,,,,,,,"35","1","Sinker","1","3","3","1","3","1","3","1","Standard","Standard","220","0","-0.042"
"SL","2020-09-16","89.2","-2.4","5.74","Richards, Garrett",605141,572070,"field_out","hit_into_play",,,,,"9","Mookie Betts flies out to right fielder Wil Myers.","R","R","R","SD","LAD","X","9","fly_ball","0","2",2020,"0.26","-0.35","0.31","1.63",,,"666158","0","6","Top",195.97,92.26,,,"488771",,,6.098336166208179,-129.7346332958707,-3.290904966028582,1.5706185770213523,27.956220494541917,-35.60669312474475,"3.22","1.53","301","90.4","36","88.5","2823","6",631063,572070,"488771","519048","630105","592518","665487","595777","663757","571976","54.54","0.04","0.066","0","1","0","0","3","48","3","Slider","1","7","7","1","7","1","7","1","Standard","Standard","224","0.003","-0.276"
"CU","2020-09-16","80.1","2.01","5.99","Morejon, Adrian",457759,670970,,"foul",,,,,"2","Justin Turner flies out to right fielder Wil Myers.   Mookie Betts to 3rd.","R","R","L","SD","LAD","S",,,"3","2",2020,"-1.22","-0.23","-0.02","2.91",,"605141",,"1","1","Top",,,,,"488771",,,-2.164302370239075,-116.56097605842186,0.39572474187828965,-10.633692751164837,23.81142867133408,-34.59865961206894,"3.42","1.57",,,,"79.4","2633","6",631063,670970,"488771","519048","630105","592518","665487","595777","663757","571976","54.47",,,,,,,,"3","7","Curveball","0","0","0","0","0","0","0","0","Standard","Standard","309","0","0"
"FF","2020-09-16","91.5","4.38","2.95","Hill, Tim",669257,657612,,"foul",,,,,"12","Will Smith doubles (7) on a sharp line drive to left fielder Jurickson Profar.   Mookie Betts scores.    Justin Turner scores.","R","R","L","SD","LAD","S",,,"3","2",2020,"1.51","0.3","0.53","3.41","605141",,"457759","2","5","Top",,,,,"488771",,,-13.122049498777358,-132.4594846493723,6.543137576985743,20.503758952750736,26.99730554135192,-30.39927241354256,"3.18","1.49",,,,"92.7","2176","7.2",631063,657612,"488771","519048","630105","592518","665487","595777","663757","571976","53.32",,,,,,,,"39","7","4-Seam Fastball","1","3","3","1","3","1","3","1","Standard","Standard","89","0","0"
"FS","2020-09-16","89.2","-1.75","6.09","Perdomo, Luis",666158,606131,"field_out","hit_into_play",,,,,"7","Gavin Lux grounds out, shortstop Fernando Tatis Jr.  to first baseman Mitch Moreland.","R","L","R","SD","LAD","X","6","ground_ball","1","1",2020,"-1.49","0.51","-0.60","1.79",,,,"2","4","Top",109.99,155.62,,,"488771",,,5.932078337777934,-129.7402010088403,-5.569364355754521,-18.034245201074835,28.6032834105193,-25.382045458737934,"3.13","1.53","11","74.0","-8","88.5","1633","6",631063,606131,"488771","519048","630105","592518","665487","595777","663757","571976","54.51","0.087","0.086","0","1","0","0","2","31","3","Split-Finger","1","3","3","1","3","1","3","1","Infield shift","Strategic","231","0.009","-0.108"
"FF","2020-09-16","98.7","-2.18","5.33","Altavilla, Dan",457759,656186,,"foul",,,,,"2","Padres challenged (tag play), call on the field was overturned: Justin Turner reaches on a fielder's choice out, third baseman Manny Machado to catcher Jason Castro to third baseman Manny Machado.   Mookie Betts out at home.    Corey Seager to 2nd.","R","R","R","SD","LAD","S",,,"2","2",2020,"-0.93","1.39","0.05","2.99","605141",,"608369","1","3","Top",,,,,"488771",,,8.135572821817146,-143.505645081911,-4.089707060266077,-14.731109989442288,34.031047503853756,-12.157945147535605,"3.42","1.57","269","82.9","37","97.4","2439","5.7",631063,656186,"488771","519048","630105","592518","665487","595777","663757","571976","54.83",,,,,,,,"22","5","4-Seam Fastball","1","1","1","1","1","1","1","1","Standard","Standard","221","0","0"
"SI","2020-09-16","90.6","4.42","2.94","Hill, Tim",669257,657612,,"foul",,,,,"12","Will Smith doubles (7) on a sharp line drive to left fielder Jurickson Profar.   Mookie Betts scores.    Justin Turner scores.","R","R","L","SD","LAD","S",,,"3","2",2020,"1.48","-0.2","1.23","2.41","605141",,"457759","2","5","Top",,,,,"488771",,,-11.288087843337205,-131.23664763741752,5.227142247720369,19.59976082274868,29.463264934440872,-35.98932626950319,"3.18","1.49","227","76.9","43","91.4","2044","7.2",631063,657612,"488771","519048","630105","592518","665487","595777","663757","571976","53.33",,,,,,,,"39","6","Sinker","1","3","3","1","3","1","3","1","Standard","Standard","93","0","0"
"FF","2020-09-16","98.1","-2.22","5.26","Altavilla, Dan",457759,656186,,"called_strike",,,,,"9","Padres challenged (tag play), call on the field was overturned: Justin Turner reaches on a fielder's choice out, third baseman Manny Machado to catcher Jason Castro to third baseman Manny Machado.   Mookie Betts out at home.    Corey Seager to 2nd.","R","R","R","SD","LAD","S",,,"2","1",2020,"-0.93","1.25","0.30","1.91","605141",,"608369","1","3","Top",,,,,"488771",,,8.876574631498642,-142.59322274376018,-6.425822212373475,-14.732088063639242,30.769909851414464,-13.83453774350178,"3.45","1.57",,,,"97.3","2406","5.8",631063,656186,"488771","519048","630105","592518","665487","595777","663757","571976","54.73",,,,,,,,"22","4","4-Seam Fastball","1","1","1","1","1","1","1","1","Standard","Standard","221","0","-0.085"
"CU","2020-09-16","77.3","2.26","6.1","Lucchesi, Joey",641355,664192,"field_out","hit_into_play",,,,,"7","Cody Bellinger grounds out softly, pitcher Joey Lucchesi to first baseman Mitch Moreland.","R","L","L","SD","LAD","X","1","ground_ball","0","0",2020,"-0.56","-0.06","-0.45","1.77","571970",,"669257","2","3","Top",130.29,187.79,,,"488771",,,-4.785112415858627,-112.60458266713056,-2.2791184251249383,-4.000358805399718,18.160465837562118,-32.482039836657904,"3.82","1.77","1","62.7","-67","78","2059","6.4",631063,664192,"488771","519048","630105","592518","665487","595777","663757","571976","54.06","0.2","0.18","0","1","0","0","2","25","1","Curveball","1","3","3","1","3","1","3","1","Standard","Standard","328","0.038","-0.541"
"FS","2020-09-16","88.7","-1.87","6.06","Perdomo, Luis",666158,606131,,"ball",,,,,"11","Gavin Lux grounds out, shortstop Fernando Tatis Jr.  to first baseman Mitch Moreland.","R","L","R","SD","LAD","B",,,"0","1",2020,"-1.32","0.32","-1.23","3.50",,,,"2","4","Top",,,,,"488771",,,4.298874044081634,-129.16791053028382,-0.8760630767531542,-15.654849325054395,26.798720256178562,-28.610557059835212,"3.15","1.53",,,,"88.2","1648","5.9",631063,606131,"488771","519048","630105","592518","665487","595777","663757","571976","54.56",,,,,,,,"31","2","Split-Finger","1","3","3","1","3","1","3","1","Infield shift","Strategic","231","0","0.013"
